subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Physics,Work Energy and Power,Energy loss in collision,Hard,90,"A ball is thrown vertically downward from a height of 20 m with initial velocity v0. It loses 50% of its energy on hitting the ground and rebounds to the same height. v0 is (g = 10 m/s^2):",10 m/s,14 m/s,20 m/s,28 m/s,C
Physics,Work Energy and Power,Elastic collision in two dimensions,Hard,90,"On a frictionless surface a block of mass M moving at speed v collides elastically with an identical block at rest. After the collision the first block moves at an angle to its initial direction with speed v/3. The speed of the second block is:",(sqrt3 / 2) v,(2 sqrt2 / 3) v,(3/4) v,(3/sqrt2) v,B
Physics,Electrostatic Potential and Capacitance,Electric field from potential,Hard,90,"The potential in a region is V = 6xy - y + 2yz volts. The electric field (in N/C) at the point (1,1,0) is:",-(6 i + 9 j + k),-(3 i + 5 j + 3 k),-(6 i + 5 j + 2 k),-(2 i + 3 j + k),C
Physics,Wave Optics,Intensity in interference,Hard,75,"In Young's experiment two slits have widths in the ratio 1:25. The ratio of maximum to minimum intensity Imax/Imin is:",4/9,9/4,121/49,49/121,B
Physics,Mechanical Properties of Fluids,Power and fluid pressure,Hard,90,"A man's heart pumps 5 L of blood per minute at a pressure of 150 mm of mercury. If the density of mercury is 13.6 x 10^3 kg/m^3 and g = 10 m/s^2, the power of the heart is:",1.50 W,1.70 W,2.35 W,3.0 W,B
Physics,Moving Charges and Magnetism,Charged particle in a magnetic field,Hard,90,"A proton and an alpha particle enter a uniform magnetic field at right angles. If the radii of their circular paths are equal and the proton's kinetic energy is 1 MeV, the alpha particle's kinetic energy is:",1 MeV,4 MeV,0.5 MeV,1.5 MeV,A
Physics,Semiconductor Electronics,Common emitter amplifier,Hard,75,"The input to a CE amplifier of voltage gain 150 is Vi = 2 cos(15t + pi/3). The output signal is:",300 cos(15t + 4pi/3),300 cos(15t + pi/3),75 cos(15t + 2pi/3),2 cos(15t + 5pi/6),A
Physics,Current Electricity,Ammeter with shunt,Hard,90,"A circuit has an ammeter, a 30 V battery and a 40.8 ohm resistance in series. The ammeter coil has resistance 480 ohm with a shunt of 20 ohm. The ammeter reads:",1 A,0.5 A,0.25 A,2 A,B
Physics,Mechanical Properties of Fluids,Capillary rise,Medium,60,"Water rises to a height h in a capillary tube. If the length of the tube above the water surface is made less than h, then:",Water does not rise at all,Water rises to the tip and overflows like a fountain,Water rises to the top and stays without overflowing,Water rises to a point a little below the top and stays there,C
Physics,Ray Optics and Optical Instruments,Astronomical telescope,Hard,75,"In an astronomical telescope in normal adjustment a straight black line of length L is drawn on the objective. The eyepiece forms a real image of length I. The magnification of the telescope is:",L/I,L/I + 1,L/I - 1,(L+I)/(L-I),A
Physics,Dual Nature of Radiation and Matter,Work function from photoelectric data,Hard,90,"A surface is illuminated successively by light of wavelength lambda and lambda/2. If the maximum kinetic energy of photoelectrons in the second case is three times that in the first, the work function is:",hc/(3 lambda),hc/(2 lambda),hc/lambda,2hc/lambda,B
Physics,Ray Optics and Optical Instruments,Total internal reflection in a prism,Hard,90,"A beam of red, green and blue light is incident on a right-angled prism. The refractive indices for red, green and blue are 1.39, 1.44 and 1.47. The prism will:",Separate the red part from the green and blue,Separate the blue part from the red and green,Separate all three colours,Not separate the three colours,A
