subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,Medium,60,"An automobile moves on a road with a speed of 54 km h−1. The radius of its wheels is 0.45 m and the moment of inertia of the wheel about its axis of rotation is 3 kg m2. If the vehicle is brought to rest in 15s, the magnitude of average torque transmitted by its brakes to the wheel is:",2.86 kg m2 s−2,6.66 kg m2s−2,8.58 kg m2s−2,10.86 kg m2 s−2,B
Physics,Laws of Motion,Laws of Motion,Medium,60,"A rectangular coil of length 0.12 m and width 0.1 m having 50 turns of wire is suspended vertically in a uniform magnetic field of strength 0.2 Weber m2 ⁄. The coil carries a current of 2A. if the plane of the coil is inclined at an angle of 30o with the direction of the field, the torque required to keep coil in stable equilibrium will be:",0.12 Nm,0.15 Nm,0.20 Nm,0.24 Nm,C
Physics,Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance,Medium,60,"A parallel plate air capacitor has capacity ‘C’, distance of separation between plates is ‘d’ and potential difference ‘V’ is applied between the plates. Force of attraction between the plates of the parallel plate air capacitor is:",C2V2 2 d2,C2V2 2 d,CV2 2d,CV2 d,C
Physics,Mechanical Properties of Fluids,Mechanical Properties of Fluids,Medium,60,"Two vessels separately contain two ideal gases A and B at the same temperature, the pressure of a being twice that of B. Under such conditions, the density of A is found to be 1.5 times the density if B. The ratio of molecular weight of A and B is:",1 2,2 3,3 4,2,C
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,Medium,60,"A satellite S is moving in an elliptical orbit around the earth. The mass of the satellite is very small compared to the mass of the earth. Then,",The acceleration of S is always directed towards the centre of the earth,"The angular momentum of S about the centre of the earth changes in direction, but its magnitude remains constant",The total mechanical energy of S varies periodically with time,The linear momentum of S remains constant is magnitude,A
Physics,Gravitation,Gravitation,Medium,60,"A remote-sensing satellite of earth revolves in a circular orbit at a height of 0.25 × 106 m above the surface of earth. If earth’s radius is 6.38 × 106 m and g = 9.8 ms−2, then the orbital speed of the satellite is:",6.67 km s−1,7.76 km s−1,8.56 km s−1,9.13 km s−1,B
Physics,Motion in a Plane,Motion in a Plane,Medium,60,"The position vector of a particle R⃗⃗ as a function of time is given by: R⃗⃗ = 4 sin(2πt) î + 4cos(2πt)ĵ Where R is in meters, t is in seconds and î and ĵ denote unit vectors along x- and y-directions, respectively. Which one of the following statements is wrong for the motion of particle?",Patch of the particle is a circle of radius 4 meter,Acceleration vector is along −R⃗⃗,"Magnitude of acceleration vector is v2 R, where v is the velocity of particle",Magnitude of the velocity of particle is 8 meter/second,D
Physics,Waves,Waves,Medium,60,A string is stretched between fixed points separated by 75.0 cm. It is observed to have resonant frequencies of 420 Hz and 315 Hz. There are no other resonant frequency for this string is:,105 Hz,155 Hz,205 Hz,105 Hz,A
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,Medium,60,"Point masses m1 and m2 are placed at the opposite ends of rigid rod of length L, and negligible mass. The rod is to be set rotating about an axis perpendicular to it. The position of point P on this rod through which the axis should pass so that the work required to set the rod rotating with angular velocity ω0 is minimum, is given by:",x = m2L m1+m2,x = m1L m!+m2,x = m1 m2 L,x = m2 m1 L,A
Physics,Waves,Waves,Medium,60,"At the first minimum adjacent to the central maximum of a single-slit diffraction pattern, the phase difference between the Huygen’s wavelet from the edge of the slit and the wavelet from the midpoint of the slit is:",π 8 radian,π 4 radian,π 2 radian,π radian,D
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,Medium,60,A force F⃗ = αî + 3ĵ + 6k̂ is acting at a point r = 2î − 6ĵ − 12k̂. The value of α for which angular momentum about origin is conserved is:,–,– 1,2,Zero,B
Physics,Motion in a Plane,Motion in a Plane,Medium,60,Two particles A and B move with constant velocities v⃗1 and v⃗2. At the initial moment their position vectors r1 and r2 respectively. The condition for particles A and B for their collision is:,r1 × v⃗1 = r2 × v⃗2,r⃗1−r⃗2 |r⃗1−r⃗2| = v⃗⃗2−v⃗⃗1 |v⃗⃗2−v⃗⃗1|,r1 ∙ v⃗1 = r2 ∙ v⃗2,r1 × v⃗1 = r2 × v⃗2,B
Physics,Work Energy and Power,Work Energy and Power,Medium,60,A nucleus of uranium decays at rest into nuclei of thorium and helium. Then:,The helium nucleus has less kinetic energy than the thorium nucleus,The helium nucleus has more kinetic energy than the thorium nucleus,The helium nucleus has less momentum then the thorium nucleus,The helium nucleus has more momentum than the thorium nucleus,B
Physics,Units and Measurements,Units and Measurements,Medium,60,"Two metal wires of identical dimensions are connected in series. If v1 and v2 are the conductivities of the metal wires respectively, the effective conductivity if the combination is:",σ1 σ2 σ1+σ2,2 σ1 σ2 σ1+σ2,σ1+σ2 2 σ1 σ2,σ1+σ2 σ1 σ2,B
Physics,Waves,Waves,Medium,60,Light of wavelength 500 nm is incident on a metal with work function 2.258 eV. The de Broglie wavelength of the emitted electron is:,≤ 2.8 × 10−12 m,< 2.8 × 10−10 m,< 2.8 × 10−9 m,≥ 2.8 × 10−9 m,D
Physics,Kinetic Theory,Kinetic Theory,Medium,60,"4.0 g of a gas occupies 22.4 liters at NTP. The specific heat capacity of the gas at constant volume is 5.0 JK−1 mol−1. If the speed of sound in this gas at NTP is 952 ms−1, then the heat capacity at constant pressure is (Take gas constant R = 8.3 JK−1 mol−1)",8.5 JK−1 mol−1,8.0 JK−1 mol−1,7.5 JK−1 mol−1,7.0 JK−1 mol−1,B
Physics,Laws of Motion,Laws of Motion,Medium,60,"A plank with a box on it at one end is gradually raised about the other end. As the angle of inclination with the horizontal reaches 30o, the box starts to slip and slides 4.0 m down the plank in 4.0 s. The coefficients of static and kinetic friction between the box and the plank will be, respectively:",0.4 and 0.3,0.6 and 0.6,0.6 and 0.5,0.5 and 0.6,C
Physics,General,General,Medium,60,"Two stones of masses ma and 2 m are whirled in horizontal circles, the heavier one in a radius r 2 and the lighter one in radius r. the tangential speed of lighter stone is n times that of the value of heavier stone when they experience same centripetal forces. The value of n is:",1,2,3,4,B
Physics,Thermodynamics,Thermodynamics,Medium,60,"The coefficient of performance of a refrigerator is 5. If the temperature inside freezer is −20oC, the temperature of the surrounding to which is rejects heat is:",21oC,31oC,41oC,11oC,B
Physics,Work Energy and Power,Work Energy and Power,Medium,60,An ideal gas is compressed to half its initial volume by means of several processes. Which of the process results in the maximum work done on the gas?,Isothermal,Adiabatic,Isobaric,Isochoric,B
Physics,Work Energy and Power,Work Energy and Power,Medium,60,"A ball is thrown vertically downwards from a height of 20 m with an initial velocity v0. It collides with the ground, loses 50 percent of its energy in collision and rebounds to the same height. The initial velocity v0 is: (Take g = 10 ms−2)",10 𝑚𝑠−1,14 𝑚𝑠−1,20 𝑚𝑠−1,28 𝑚𝑠−1,C
Physics,Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance,Medium,60,"If potential (in volts) in a region is expressed as V(x, y, z) = 6xy − y + 2yz, the electric field (in N/C) at point (1, 1, 0) is:",−(6î + 9ĵ + k̂),−(3î + 5ĵ + 3k̂),−(6î + 5ĵ + 2k̂),−(2î + 3ĵ + k̂),C
Physics,Wave Optics,Wave Optics,Medium,60,"Two slits in Young’s experiment have widths in the ratio 1 : 25. The ratio of intensity at the maxima and minima in the interference pattern, Imax Imin is:",4 9,9 4,121 49,49 121,B
Physics,Work Energy and Power,Work Energy and Power,Medium,60,The heart of a man pumps 5 litres of blood through the arteries per minute at a pressure of 150 mm of mercury. If the density of mercury be 13.6 × 103 kg m3 ⁄ and g = 10 m s2 ⁄ then the power of heart in watt is:,1.50,1.70,2.35,3.0,B
Physics,Work Energy and Power,Work Energy and Power,Medium,60,"A proton and an alpha particle both enter a region of uniform magnetic field B, moving at right angles to the field B. if the radius of circular orbits for both the particles is equal and the kinetic energy acquired by proton is 1 MeV, the energy acquired by the alpha particle will be:",1 MeV,4 MeV,0.5 MeV,1.5 MeV,A
Physics,Semiconductor Electronics,Semiconductor Electronics,Medium,60,The input signal given to a CE amplifier having a voltage gain of 150 is Vi = 2 cos (15t + π 3). The corresponding output signal will be:,300 cos (15t + 4π 3 ),300 cos (15t + π 3),75 cos (15t + 2π 3 ),2 cos (15t + 5π 6 ),A
Physics,Units and Measurements,Units and Measurements,Medium,60,"If dimensions of critical velocity vc of a liquid flowing through a tube are expressed as [ηxρyrz], where η, ρ and r are the coefficient of viscosity of liquid, density of liquid and radius of the tube respectively, then the values of x, y and z are given by:","1, 1, 1","1, −1, −1","−1, −1, 1","−1, −1, −1",B
Physics,Mechanical Properties of Fluids,Mechanical Properties of Fluids,Medium,60,"Water rises to a height ‘h’ in capillary tube. If the length of capillary tube above the surface of water is made less than ‘h’, then:",Water does not rise at all,Water rises upto the tip of capillary tube and then starts overflowing like a fountain,Water rises upto the top of capillary tube and stays there without overflowing,Water rises upto a point a little below the top and stays there,C
Physics,Alternating Current,Alternating Current,Medium,60,In an astronomical telescope in normal adjustment a straight black line of the length L is drawn on inside part of objective lens. The eye-piece forms a real image of this line. The length of this image is I. The magnification of the telescope is:,𝑳 𝑰,L I + 1,L I − 1,L+I L−I,A
Physics,Thermal Properties of Matter,Thermal Properties of Matter,Medium,60,The value of coefficient of volume expansion of glycerin is 5 × 10−4K−1. The fractional change in the density of glycerin for a rise of 40oC in its temperature is:,0.010,0.015,0.020,0.025,C
Physics,Waves,Waves,Medium,60,"A beam of light consisting of red, green and blue colours is incident on a right angled prism. The refractive index of the material of the prism for the above red, green and blue wavelengths are 1.39,1.44 and 1.47 respectively. The prism will:",Separate the red colour part from the green and blue colours,Separate the blue colour part from the red and green colours,Separate all the three colours from one another,Not separate the three colours at all,A
