id,mock_id,student_id,started_at,submitted_at,total_marks,max_marks,accuracy
477bd2c7-22f9-44e8-bc6c-34b951c82c91,f5ef991c-31b7-4245-9c99-069b81e5da4f,3fa6590c-ff3c-4bf2-9126-058d3f8279d3,2026-06-13T19:29:57.87033+00:00,2026-05-20T06:29:56.627+00:00,7,40,38
49a76e6c-fc5d-4b2c-8edc-1cb56949ab68,223fc6f7-8c66-4632-8a30-a10136fdc5fc,f8d4b226-dfea-4559-8e4e-1739a7526578,2026-06-13T19:29:57.87033+00:00,2026-05-27T05:29:56.618+00:00,30,40,80
4cd183a9-2f96-40a6-ae19-d53bcdffd69d,496707bf-959e-48ca-b99d-5a761680f3ea,1248c2ef-bf28-420a-970c-9e0907cdc97b,2026-06-13T19:30:10.103402+00:00,2026-05-30T06:00:09.021+00:00,35,40,90
630129d3-2a4e-4ba0-b045-97206263f662,0df5a1cb-714e-4ba9-b153-86673ad2bf5e,3fa6590c-ff3c-4bf2-9126-058d3f8279d3,2026-06-13T19:29:57.87033+00:00,2026-05-29T11:29:56.627+00:00,17,40,63
640653c8-768a-449b-80b2-fb916e1abae5,0f702518-ccaa-41cf-a727-663ec20fbf55,9b37802b-1f2c-48d4-bf82-b252c1d9eb21,2026-06-13T19:29:57.87033+00:00,2026-06-09T03:29:56.632+00:00,35,40,90
68aa8a43-eb83-4b72-9961-a62e5d7ab00d,a4be88fa-5bc8-4847-b279-5245fbfbd7b8,5f8bd197-33c8-4c24-9330-54f78b6376ae,2026-06-13T19:30:10.103402+00:00,2026-06-10T11:30:09.007+00:00,16,40,56
6b3df574-774b-40a5-a620-069ba3deabd6,68c602b2-d65c-4fb1-afdf-35f1c8172575,7c3ed743-ca04-43dd-b27e-73caf43e1be4,2026-06-13T19:30:10.103402+00:00,2026-06-13T14:00:08.991+00:00,31,40,89
73baf32c-501f-44cd-a392-444d14406ae4,1d588a4a-b743-435a-98c3-dc7bde5692bd,b895ae94-53a8-4ea8-afde-33b11bcbb613,2026-06-13T19:30:10.103402+00:00,2026-06-07T11:30:08.998+00:00,20,40,60
74a290a9-5c07-44f2-825e-43a2706d9972,e6d9b4e2-f2eb-4b1a-938f-1651a1e93836,6dc16f17-a420-4aa3-9817-913b6b4eb98c,2026-06-13T19:30:10.103402+00:00,2026-06-02T09:30:09.03+00:00,10,40,40
76723f3f-0514-4bab-81b0-fc0c8b75354e,d82d19f5-15a1-4530-97a1-6b20db7dd62a,5f8bd197-33c8-4c24-9330-54f78b6376ae,2026-06-13T19:30:10.103402+00:00,2026-06-11T04:30:09.007+00:00,15,40,50
83f9fa03-2eca-4aa1-82dd-1e8cf1849b65,0bccd696-c6ef-4623-bfed-ebba828eb68b,cd45b95c-98b4-4c12-a06b-a76add268e1c,2026-06-13T19:29:57.87033+00:00,2026-05-30T11:29:56.64+00:00,11,40,44
8838028a-9858-423e-998c-678a00790593,bd1ffd3f-f7cb-49e5-b901-8b0315966855,bf4d3edf-e7ec-44a6-8af6-4e3e47a52108,2026-06-13T19:30:10.103402+00:00,2026-06-14T10:30:09.004+00:00,31,40,89
90a17d18-ba8a-4fb0-bc31-d992f93a73f2,7853c383-96e0-4d2d-a1ef-c9475a322ce9,4e62b004-6ef6-45ee-89b5-8a46d505c4b2,2026-06-13T19:29:57.87033+00:00,2026-06-11T04:29:56.625+00:00,36,40,100
98ce36f7-0783-4668-980c-4927035130c9,3dbdba97-0dc2-4388-9fab-6a51f4252930,6dc16f17-a420-4aa3-9817-913b6b4eb98c,2026-06-13T19:30:10.103402+00:00,2026-06-01T12:00:09.03+00:00,15,40,50
99d4a10f-ddda-4472-85c7-6a8d04182e75,55455408-3049-4684-9452-915c2f3cde19,b895ae94-53a8-4ea8-afde-33b11bcbb613,2026-06-13T19:30:10.103402+00:00,2026-05-31T12:00:08.998+00:00,25,40,70
9c9a924c-ebbb-4f58-9142-d74d546fba24,bea5ba44-9e92-4a98-a750-83713d910bba,581e6bf7-cf7a-4c0b-8cdf-3eb3f580a11c,2026-06-13T19:30:10.103402+00:00,2026-06-14T09:30:09.033+00:00,36,40,100
9ddab766-4e24-49e5-8e55-8270ed5dbc68,0e2c9ddd-583a-4f10-af48-3723243fdf47,4e62b004-6ef6-45ee-89b5-8a46d505c4b2,2026-06-13T19:29:57.87033+00:00,2026-05-27T13:29:56.625+00:00,15,40,50
a2e69092-7c9c-4df6-8ad2-1bacfcba3b2f,97583339-7409-44a5-bf8c-cdf4bd0f83a8,581e6bf7-cf7a-4c0b-8cdf-3eb3f580a11c,2026-06-13T19:30:10.103402+00:00,2026-06-02T12:00:09.033+00:00,30,40,80
a4aefe22-06f0-4e60-b059-dc9f20489e8e,34269ce9-60ea-42ec-b37b-7e3d28bb36a4,1248c2ef-bf28-420a-970c-9e0907cdc97b,2026-06-13T19:30:10.103402+00:00,2026-06-03T07:30:09.021+00:00,25,40,70
a62739a9-e8d1-4847-852e-5002a1a52d0c,88aa4f80-5df0-41d9-92c6-d5f6a4c25f8e,3fa6590c-ff3c-4bf2-9126-058d3f8279d3,2026-06-13T19:29:57.87033+00:00,2026-06-11T11:29:56.627+00:00,31,40,89
a674eb82-ea7a-4502-9b41-eb65444ae5b5,eac6e67e-e649-41a9-affd-9c5734801dc6,1248c2ef-bf28-420a-970c-9e0907cdc97b,2026-06-13T19:30:10.103402+00:00,2026-06-01T05:00:09.021+00:00,31,40,89
a9506862-bd80-46b4-9496-fc0f75e46b2b,20608607-56de-4d2b-9c92-8bba24bea773,3fa6590c-ff3c-4bf2-9126-058d3f8279d3,2026-06-13T19:29:57.87033+00:00,2026-06-13T07:29:56.627+00:00,35,40,90
a9dba876-e00a-42d7-818a-e2f2d476a0b7,9292b0a3-0a4e-4433-a748-b5aaa34100af,7c3ed743-ca04-43dd-b27e-73caf43e1be4,2026-06-13T19:30:10.103402+00:00,2026-06-14T16:00:08.991+00:00,36,40,100
b3b6e8b7-dc67-4f7c-b945-d29f43471e42,16a46955-1ee9-4be6-90f5-2f7348858cd8,fa97dd17-e035-4779-a5e9-b72e0477101c,2026-06-13T19:30:10.103402+00:00,2026-06-11T08:30:09.013+00:00,20,40,60
b5d0773f-611a-4274-8a7b-7c460137d966,be8ac220-54c2-4681-a4de-b7e2c4bc89ee,f8d4b226-dfea-4559-8e4e-1739a7526578,2026-06-13T19:29:57.87033+00:00,2026-05-26T03:29:56.618+00:00,17,40,63
b967e860-5cc3-407e-b7ac-f474af5879e1,72cf4379-2e43-4738-bb6e-faae7e220f47,cd45b95c-98b4-4c12-a06b-a76add268e1c,2026-06-13T19:29:57.87033+00:00,2026-05-16T07:29:56.64+00:00,6,40,33
bed97ea8-a390-4ea8-8f8e-a9503560a5b1,22a61a69-c267-482f-b86a-c49a488fcfba,9b37802b-1f2c-48d4-bf82-b252c1d9eb21,2026-06-13T19:29:57.87033+00:00,2026-05-21T12:29:56.632+00:00,30,40,80
c06e7786-f48a-472f-aaa3-a490fb16472a,163f493b-ebcc-4e55-9550-0c358e2c7c4d,9b37802b-1f2c-48d4-bf82-b252c1d9eb21,2026-06-13T19:29:57.87033+00:00,2026-06-11T15:59:56.632+00:00,30,40,80
c3f2b030-0f57-42d8-ab7d-1e9d5c35253e,04a2f242-6eaf-409d-ba96-365f0713c1b6,9b37802b-1f2c-48d4-bf82-b252c1d9eb21,2026-06-13T19:29:57.87033+00:00,2026-06-14T12:29:56.632+00:00,35,40,90
c418e10d-3966-4a08-a6cf-0b4bc8a87615,cf7ac806-5138-48f2-bb8e-98463d1efe4d,b895ae94-53a8-4ea8-afde-33b11bcbb613,2026-06-13T19:30:10.103402+00:00,2026-06-02T09:30:08.998+00:00,20,40,60
c4a8fd1b-6671-4615-b9fb-f905cd70096b,7846a92c-9fd5-4472-a496-00d88b888a1e,b895ae94-53a8-4ea8-afde-33b11bcbb613,2026-06-13T19:30:10.103402+00:00,2026-06-09T16:00:08.998+00:00,35,40,90
c8484842-d895-46dd-95cb-1fae1295fc02,83e8d53f-1fcd-4d47-a1c9-55c6f4e328e0,2413eaa2-7b0e-4274-a552-2082f75e8993,2026-06-13T19:29:57.87033+00:00,2026-06-11T14:29:56.678+00:00,31,40,89
cb6b6c65-5a93-4cec-9fc5-f93fed0f13c6,1846de4e-6986-4121-8a9d-00562cda8605,3fa6590c-ff3c-4bf2-9126-058d3f8279d3,2026-06-13T19:29:57.87033+00:00,2026-06-09T13:29:56.627+00:00,27,40,88
cc366271-7082-4f46-a0d6-4a7936bb7354,59d8a389-0d46-4672-934c-37294503787f,1248c2ef-bf28-420a-970c-9e0907cdc97b,2026-06-13T19:30:10.103402+00:00,2026-06-01T14:30:09.021+00:00,25,40,70
cde92e1a-4911-4b78-9418-de05f06a4b53,901c02c6-a41a-43f0-b635-ef0a9d4ce018,9b37802b-1f2c-48d4-bf82-b252c1d9eb21,2026-06-13T19:29:57.87033+00:00,2026-06-01T11:29:56.632+00:00,31,40,89
d1c2a27f-7d78-4143-8a1c-619e7e7b21a6,83f94781-97dc-455b-a830-ffed30daafb5,c0cdc53a-2aa8-4e0f-a5eb-def66de0599a,2026-06-13T19:30:10.103402+00:00,2026-06-13T07:30:09.011+00:00,30,40,80
ead977c1-b2f5-49b5-b84f-435c67d43b37,81cf8e0a-58af-4222-b0e4-7b556ed52908,bf4d3edf-e7ec-44a6-8af6-4e3e47a52108,2026-06-13T19:30:10.103402+00:00,2026-06-12T05:30:09.004+00:00,40,40,100
f0120265-fc9b-4c55-8b56-950bc4809002,f10edeb5-17f5-48d7-9770-64a7b6b109e7,cd45b95c-98b4-4c12-a06b-a76add268e1c,2026-06-13T19:29:57.87033+00:00,2026-05-27T06:29:56.64+00:00,20,40,60
f9a02e59-be5c-4484-bee2-40508e9fbd8d,b5747cc0-ebf0-4646-b7f8-a165367ffeb6,b895ae94-53a8-4ea8-afde-33b11bcbb613,2026-06-13T19:30:10.103402+00:00,2026-05-26T06:30:08.998+00:00,15,40,50
fce26fd5-9ae8-477f-a086-6b63d4191093,82b06e76-0361-4ff9-a458-a8c727dbf596,1248c2ef-bf28-420a-970c-9e0907cdc97b,2026-06-13T19:30:10.103402+00:00,2026-05-28T13:30:09.021+00:00,26,40,78
0182c530-9c32-4077-958a-5b6ced9ce56c,3eb72436-cdeb-47a5-8e70-8471abfa6df2,8fbf943a-13d9-4b96-97c8-4d55d41698bb,2026-06-13T19:29:57.87033+00:00,2026-05-16T05:29:56.671+00:00,2,40,25
01f03162-1bcd-4fcd-8977-5b16d1fdb3a2,6efbf0b7-e6c3-4558-832a-31604963ea75,ce27c4f0-1634-4e3f-993a-c32822319999,2026-06-13T19:29:57.87033+00:00,2026-05-22T09:29:56.677+00:00,20,40,60
0634bd7c-da87-4594-a3ec-8bee240f4345,62a3ebf7-618e-4d09-ad74-8d3a8e5830dd,ce27c4f0-1634-4e3f-993a-c32822319999,2026-06-13T19:29:57.87033+00:00,2026-05-29T11:59:56.677+00:00,21,40,67
0c835e8e-12e6-4616-8a98-e498d01ab7f8,c7a26e7d-437c-4def-a672-8a323b77718a,4698613f-ce6a-40ed-aa20-eec7dc66d4be,2026-06-13T19:29:57.87033+00:00,2026-05-28T14:29:56.674+00:00,30,40,80
0d027d85-99ed-4150-9df0-32e62bbd7601,ce89b332-ceb6-4ef1-8d32-d81bde46cd10,4aaa2604-7912-4c08-8a2a-db0a7de869bf,2026-06-13T19:29:57.87033+00:00,2026-06-03T11:29:56.649+00:00,25,40,70
1023c40f-7148-4135-aba7-3fc6d867754e,2093cb41-48f1-4bcf-82a7-5b4262504d68,0ac810fa-3f4d-4845-bac2-8bbacda3d344,2026-06-13T19:29:57.87033+00:00,2026-06-02T12:29:56.664+00:00,20,40,60
17a1df11-a705-4d86-8475-c7c7a6e4804d,155d3f64-2d92-4cbb-8f22-0d85188ce047,7e3cf475-818e-4608-8953-e10e43cad937,2026-06-13T19:29:57.87033+00:00,2026-05-27T11:29:56.654+00:00,11,40,44
193f4ece-b2ab-4a6b-ac85-8f489535f017,bda13be7-a949-42af-9474-9405368eb7b4,c0fe0eb1-c277-4a73-bc37-867f82799cf9,2026-06-13T19:29:57.87033+00:00,2026-05-31T06:29:56.668+00:00,35,40,90
27fcaa3c-915d-4446-9426-6faf297762e8,3ae499d3-da05-48e2-9933-809aeb0ca778,4aaa2604-7912-4c08-8a2a-db0a7de869bf,2026-06-13T19:29:57.87033+00:00,2026-06-07T14:29:56.649+00:00,21,40,67
2daf699e-af6d-40ad-b1db-417563ecb191,726cfecd-9713-4bb5-8a58-c2f760df2a99,4698613f-ce6a-40ed-aa20-eec7dc66d4be,2026-06-13T19:29:57.87033+00:00,2026-06-13T08:59:56.674+00:00,35,40,90
2dfa14b7-490f-42ce-bd42-cf7a1e0d1d06,a6ee7756-a2ee-4aeb-a23e-ca41c182b10c,4698613f-ce6a-40ed-aa20-eec7dc66d4be,2026-06-13T19:29:57.87033+00:00,2026-06-14T11:29:56.674+00:00,40,40,100
2eff783f-79bc-44f3-922e-bdbe56c47451,94236304-13a5-4c28-876a-0c805a5c1101,0a471841-88c9-42ba-b261-849ed899830f,2026-06-13T19:29:57.87033+00:00,2026-06-09T11:29:56.672+00:00,31,40,89
328cb35c-37ab-46ee-a4a9-3be88434f780,0efee748-ef5b-48f4-b3f8-78777d644126,7b268bee-e79a-4d98-9c77-bb182fe14c26,2026-06-13T19:29:57.87033+00:00,2026-05-16T14:29:56.666+00:00,20,40,60
4461c779-cd38-4165-a4d1-cfd5b77fbd26,b0d4677b-cdbd-4e60-b691-708526f4fc77,c5cd881a-1eb4-49a9-ac05-b319e0bf223f,2026-06-13T19:29:57.87033+00:00,2026-05-20T08:29:56.652+00:00,5,40,30
478847ae-c1dd-4711-bab8-a5cbbfb0e814,f23cb093-9732-434c-b9d0-635dcb591524,4aaa2604-7912-4c08-8a2a-db0a7de869bf,2026-06-13T19:29:57.87033+00:00,2026-06-06T07:29:56.649+00:00,25,40,70
550490b9-654c-4e1d-b016-a7da582aea99,152973cf-b360-4d71-a41f-61a2cf3413d1,c0c9491c-99a9-4156-b002-6fd104126331,2026-06-13T19:29:57.87033+00:00,2026-05-29T05:29:56.679+00:00,20,40,60
562c76fb-11a8-4711-adab-6d43bba71703,feb0289f-00cd-4fd2-89a1-ab064ea48d19,7e3cf475-818e-4608-8953-e10e43cad937,2026-06-13T19:29:57.87033+00:00,2026-05-24T07:29:56.654+00:00,15,40,50
5aaa5e2c-8ed4-44a7-8a27-09ee26c392f9,30003fee-0c1d-4a93-983a-626a2604fc3a,f7125a3d-30f3-4c96-b879-c95bcd58f8be,2026-06-13T19:29:57.87033+00:00,2026-06-03T05:29:56.661+00:00,7,40,38
5c68e802-8524-4cf2-a411-0d693925b991,343e0f26-3492-4d14-8094-2c64a1a3bed5,4698613f-ce6a-40ed-aa20-eec7dc66d4be,2026-06-13T19:29:57.87033+00:00,2026-05-26T09:59:56.674+00:00,22,40,75
7b3601da-2416-4005-b3a7-1ea9bb76f795,8232b86d-5717-46b2-8291-165074b7bccc,0ac810fa-3f4d-4845-bac2-8bbacda3d344,2026-06-13T19:29:57.87033+00:00,2026-05-24T03:29:56.664+00:00,21,40,67
82b4303e-4aca-4ae1-a910-dd907e2ec33c,1b0a8f06-acbd-4f48-a04c-903d18bb27c8,7b268bee-e79a-4d98-9c77-bb182fe14c26,2026-06-13T19:29:57.87033+00:00,2026-05-27T11:59:56.666+00:00,12,40,50
8be05ef4-7dca-44ba-b569-bb6ec8383793,0d050601-8e23-476e-9b79-d49f59724846,2413eaa2-7b0e-4274-a552-2082f75e8993,2026-06-13T19:29:57.87033+00:00,2026-05-26T12:29:56.678+00:00,25,40,70
8bfb04d5-7271-40e3-b31f-e57b43011c37,b22c21d9-886d-4133-a2c5-682724e8c33c,0a471841-88c9-42ba-b261-849ed899830f,2026-06-13T19:29:57.87033+00:00,2026-06-07T08:29:56.672+00:00,31,40,89
901fed87-1e9d-43fe-83e3-a3da80f62c91,563d6e73-9a1a-4ba1-8dc4-ed20b7da05b5,0a471841-88c9-42ba-b261-849ed899830f,2026-06-13T19:29:57.87033+00:00,2026-05-21T14:29:56.672+00:00,15,40,50
971befff-7675-44a5-9caa-4b909287b2ad,b47c7f2c-f044-4220-95f7-a3ecefd1dfd3,c0c9491c-99a9-4156-b002-6fd104126331,2026-06-13T19:29:57.87033+00:00,2026-06-10T10:29:56.679+00:00,30,40,80
9a6e1a98-a7bb-4ef9-a0f1-81cbc2edcd27,92970fae-823d-4a9a-b917-4f400d4b4222,c0c9491c-99a9-4156-b002-6fd104126331,2026-06-13T19:29:57.87033+00:00,2026-05-31T13:29:56.679+00:00,25,40,70
9afc0a47-aaee-44bc-831d-459302e72a04,da741f15-29fe-4c83-88c1-b1ea72138062,0a471841-88c9-42ba-b261-849ed899830f,2026-06-13T19:29:57.87033+00:00,2026-05-27T10:29:56.672+00:00,20,40,60
9e2c61ee-ba22-45a8-9a64-b3ac3d760391,9c704188-9670-4d57-94b8-dd6c5a4f6c95,7b268bee-e79a-4d98-9c77-bb182fe14c26,2026-06-13T19:29:57.87033+00:00,2026-05-26T04:29:56.666+00:00,16,40,56
a3dfc537-cc4e-45a0-a668-ed6dc607303a,7db46618-b14f-4b41-a427-2afad4f2c627,4698613f-ce6a-40ed-aa20-eec7dc66d4be,2026-06-13T19:29:57.87033+00:00,2026-06-12T14:29:56.674+00:00,40,40,100
a7a7fec5-37b7-419d-945f-9e27a4878841,089eb1dd-16bc-457e-8525-cc410b418221,c0fe0eb1-c277-4a73-bc37-867f82799cf9,2026-06-13T19:29:57.87033+00:00,2026-06-06T14:29:56.668+00:00,20,40,60
a82c606c-7f87-4967-b132-de06034a0900,40f23fda-4069-46de-a7b7-47824a85741e,c5cd881a-1eb4-49a9-ac05-b319e0bf223f,2026-06-13T19:29:57.87033+00:00,2026-05-23T07:29:56.652+00:00,15,40,50
ac0f8670-ca8b-4305-9b59-cf819fac9d6d,da3e1a94-1932-4a82-9872-3b32fbcc3ff3,0ac810fa-3f4d-4845-bac2-8bbacda3d344,2026-06-13T19:29:57.87033+00:00,2026-06-03T11:29:56.664+00:00,25,40,70
ac5783eb-6d19-487a-999d-06d037cf0e49,ee6fd111-18aa-4ae8-9e37-092722b7a374,c0c9491c-99a9-4156-b002-6fd104126331,2026-06-13T19:29:57.87033+00:00,2026-05-29T12:59:56.679+00:00,25,40,70
aea772ea-5ff7-4d0b-963f-a962bb469368,c7517c6a-45b7-423e-88d1-18247da84ebf,c0c9491c-99a9-4156-b002-6fd104126331,2026-06-13T19:29:57.87033+00:00,2026-05-20T04:29:56.679+00:00,9,40,50
b0807500-f9a6-4fc8-8535-fd00f411dab2,633411ff-008a-43cd-ba70-d4b4ad783115,8fbf943a-13d9-4b96-97c8-4d55d41698bb,2026-06-13T19:29:57.87033+00:00,2026-05-26T05:29:56.671+00:00,15,40,50
b0c1e6d9-5f2d-45d6-8cea-91f208227824,e4e4c725-7333-4d09-8b3b-01a13493e838,4aaa2604-7912-4c08-8a2a-db0a7de869bf,2026-06-13T19:29:57.87033+00:00,2026-05-22T11:29:56.649+00:00,10,40,40
bc91cb1b-1c95-493a-aa6f-cc38387f090e,c0bf9c6b-112c-453f-aec8-b9310f8cff25,f7125a3d-30f3-4c96-b879-c95bcd58f8be,2026-06-13T19:29:57.87033+00:00,2026-05-17T07:29:56.661+00:00,6,40,33
c33d4ff2-145e-4d89-bdc6-c683066ea844,3071ef03-f425-4485-8190-657642e5be3f,ce27c4f0-1634-4e3f-993a-c32822319999,2026-06-13T19:29:57.87033+00:00,2026-05-19T07:29:56.677+00:00,10,40,40
c9102080-245f-414f-850a-f7d9f108b77c,b67a3c59-f57f-4b2e-a6e2-951968a2bda1,7e3cf475-818e-4608-8953-e10e43cad937,2026-06-13T19:29:57.87033+00:00,2026-05-22T07:29:56.654+00:00,10,40,40
d6e468b1-2568-4df8-94bf-767356358a52,23e705c4-bc23-4651-af20-423cd7eec83e,ce27c4f0-1634-4e3f-993a-c32822319999,2026-06-13T19:29:57.87033+00:00,2026-05-16T05:29:56.677+00:00,1,40,22
e281dfc1-7230-4865-aa4e-8d2d11d47b15,23257036-ad5c-4d0d-a9df-34185d533f53,7b268bee-e79a-4d98-9c77-bb182fe14c26,2026-06-13T19:29:57.87033+00:00,2026-05-20T05:29:56.666+00:00,12,40,50
e3190593-67e3-4db1-9c84-cdefb7800ac9,d347cab6-4ed2-4ec4-81af-c90ca18b8d91,4aaa2604-7912-4c08-8a2a-db0a7de869bf,2026-06-13T19:29:57.87033+00:00,2026-05-17T14:29:56.649+00:00,5,40,30
e35f2fe4-a4ac-48b4-a80e-dc68aa49e6ef,549df0c9-fbcb-4f3b-876d-be6a6c37594b,4698613f-ce6a-40ed-aa20-eec7dc66d4be,2026-06-13T19:29:57.87033+00:00,2026-05-17T05:29:56.674+00:00,15,40,50
e5c2a1ab-dbd3-4a54-aa52-d1d14e767f26,eec60589-ec6a-4152-be21-37101bc64113,2413eaa2-7b0e-4274-a552-2082f75e8993,2026-06-13T19:29:57.87033+00:00,2026-06-07T12:29:56.678+00:00,20,40,60
e8d8ac2c-305f-48f5-88ad-95e035cfcbff,6e29c8aa-6b41-4aa0-b2b6-1339db075a65,ce27c4f0-1634-4e3f-993a-c32822319999,2026-06-13T19:29:57.87033+00:00,2026-05-25T12:29:56.677+00:00,25,40,70
eb335fc6-e96c-4407-b138-5b55f68b6220,cfaa4c77-d876-4869-be48-1a43817c7663,c0fe0eb1-c277-4a73-bc37-867f82799cf9,2026-06-13T19:29:57.87033+00:00,2026-06-05T14:29:56.668+00:00,20,40,60
ec429da2-adf8-453e-9ab5-8dc170f91f0e,f6bdca56-68b9-4dfc-be10-cc1be86fce70,7e3cf475-818e-4608-8953-e10e43cad937,2026-06-13T19:29:57.87033+00:00,2026-05-20T08:29:56.654+00:00,11,40,44
f02b5be3-2765-475d-954b-22ebb1b65d24,5a241ea7-766f-4192-9629-6264f452d418,0ac810fa-3f4d-4845-bac2-8bbacda3d344,2026-06-13T19:29:57.87033+00:00,2026-05-17T13:29:56.664+00:00,21,40,67
f3d372c4-162c-400a-9396-cd09acc6d5cb,3135054a-ffc1-4fed-83c6-e1b41af75f0c,f7125a3d-30f3-4c96-b879-c95bcd58f8be,2026-06-13T19:29:57.87033+00:00,2026-05-21T10:29:56.661+00:00,10,40,40
fe86dc7d-9d0b-4a33-8e76-b7df36418aef,4cdff5fd-bb47-48ed-b692-9ca5226fa474,c0fe0eb1-c277-4a73-bc37-867f82799cf9,2026-06-13T19:29:57.87033+00:00,2026-05-21T03:29:56.668+00:00,25,40,70
00b45c05-f463-4cd4-b770-216151729762,7072ec6d-f45a-4b16-9999-028b9a77bb78,d394b4be-ad8b-4f00-9fd4-19952e6606d8,2026-06-13T19:29:57.87033+00:00,2026-06-13T08:29:56.682+00:00,25,40,70
044168ca-4e86-4581-bc3d-2212b5cab42e,0ca4049d-6413-4594-8d3a-fad478989a09,c616a3ef-fbf8-4393-a9e9-cbe567865c17,2026-06-13T19:29:57.87033+00:00,2026-05-22T13:29:56.69+00:00,15,40,50
05b7c187-4555-4c63-b650-b1e30858b7a2,f16e67ac-1657-4b26-8b3c-a72b0677df2b,e188d079-1c1c-455e-b88f-0bb36814c918,2026-06-13T19:29:45.556712+00:00,2026-05-24T06:29:43.312+00:00,16,40,56
06a1d705-99b0-4bd2-ae9f-eeb9bc97f030,89c7fa09-dc84-4f97-bb38-589f562d4d56,32615950-0650-4d60-951d-bf1873582cc5,2026-06-13T19:29:57.87033+00:00,2026-06-11T04:29:56.693+00:00,30,40,80
07645066-5cfd-41d9-8fba-6dd608e3e3f9,90c4a436-89b0-43f9-8752-ef3d5eb25abf,32615950-0650-4d60-951d-bf1873582cc5,2026-06-13T19:29:57.87033+00:00,2026-06-08T11:29:56.693+00:00,31,40,89
087ca986-a05e-478d-8f64-bae1fb7a3f29,b653850a-e77d-4d75-89ab-89ebc8f9664f,d394b4be-ad8b-4f00-9fd4-19952e6606d8,2026-06-13T19:29:57.87033+00:00,2026-06-01T12:59:56.682+00:00,25,40,70
0a0a1ffc-0a30-4d4a-9bb1-2f82bbc59ea7,dd0e4ce1-7d3b-4ab0-b81d-f77777845c8d,db9b3dc7-8afc-4d04-9dfa-f1da04ad4ce1,2026-06-13T19:29:57.87033+00:00,2026-06-12T11:29:56.695+00:00,35,40,90
0c53ff74-c6e7-49fb-b80b-d3cde709b5ab,f30bce83-bda4-4677-920c-284276c4e778,5a8a7df1-6530-490f-a9ed-3f450c327491,2026-06-13T19:30:04.072718+00:00,2026-05-19T05:00:02.51+00:00,16,40,56
27d88ef1-c400-424a-9e3e-490e8f900903,86d4c35e-3505-484b-8978-5c287c2c8640,db9b3dc7-8afc-4d04-9dfa-f1da04ad4ce1,2026-06-13T19:29:57.87033+00:00,2026-06-08T06:29:56.695+00:00,30,40,80
2e8382fd-439c-467b-94f9-c6f2842822e6,6dc971f4-6717-4989-b621-5f263b0bfd2c,7b3662be-b271-4398-8129-74bcdb89b1cd,2026-06-13T19:29:57.87033+00:00,2026-05-27T07:29:56.687+00:00,7,40,38
390c2612-8687-4338-b381-2e1e65c5ce40,b7055468-e59f-4817-a508-af3570a133fe,d394b4be-ad8b-4f00-9fd4-19952e6606d8,2026-06-13T19:29:57.87033+00:00,2026-05-30T14:29:56.682+00:00,22,40,75
394335eb-3005-4022-abc1-b57c6501f8d8,34ce2986-4ef2-47c6-9ffe-36dadf81198b,d394b4be-ad8b-4f00-9fd4-19952e6606d8,2026-06-13T19:29:57.87033+00:00,2026-06-01T11:29:56.682+00:00,16,40,56
3a26933c-77e7-45b2-b790-26a4f404bc0f,02a488e0-ddb9-4ea4-9ab1-eea6632b6eb0,c616a3ef-fbf8-4393-a9e9-cbe567865c17,2026-06-13T19:29:57.87033+00:00,2026-05-20T12:29:56.69+00:00,16,40,56
3aa01d31-92c0-4c8b-9e87-fd3bec964d01,891ed51b-79f8-4a9a-9c4b-1e6637f29eec,46980bd5-9bf3-465e-aca7-f47b8a7628e9,2026-06-13T19:29:45.556712+00:00,2026-06-02T12:29:43.264+00:00,16,40,56
3b7f3fde-4c73-4385-9f4c-0516e300eff7,b1806c38-a380-4a10-b14c-63b554f50fa6,32615950-0650-4d60-951d-bf1873582cc5,2026-06-13T19:29:57.87033+00:00,2026-05-20T14:59:56.693+00:00,20,40,60
3fd82400-ff62-40b0-bfb0-abc727bd8e8b,ee03ab84-d00d-4ed7-a685-0808e5f6b887,c616a3ef-fbf8-4393-a9e9-cbe567865c17,2026-06-13T19:29:57.87033+00:00,2026-05-23T11:29:56.69+00:00,26,40,78
4140c70b-eee0-4fbe-9f7b-2721ead2e4ef,0c191836-810c-4f88-bf82-c59dc3aec665,8b644465-8068-4cb3-9e98-caf273de92d3,2026-06-13T19:29:57.87033+00:00,2026-05-16T05:29:56.68+00:00,15,40,50
527e0470-5ecf-4136-add4-dc03874ac1e3,a3668d8c-85fd-43ed-bbab-6074a00a9bf7,7b3662be-b271-4398-8129-74bcdb89b1cd,2026-06-13T19:29:57.87033+00:00,2026-05-19T07:29:56.687+00:00,20,40,60
5bfe7c95-cb27-47a7-bc9b-b3f4074b2f13,44951cb1-f8bb-40f4-8184-223fd367e94b,db9b3dc7-8afc-4d04-9dfa-f1da04ad4ce1,2026-06-13T19:29:57.87033+00:00,2026-06-08T10:59:56.695+00:00,30,40,80
7161b439-62cd-4dc0-9cca-8f0b74aa8a30,29fe81ea-7492-4691-9958-84153e79321f,5a8a7df1-6530-490f-a9ed-3f450c327491,2026-06-13T19:30:04.072718+00:00,2026-05-30T09:30:02.51+00:00,30,40,80
