subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Chemistry,Surface Chemistry,Surface Chemistry,Medium,60,Which one of the following characteristics is associated with adsorption?,∆G is negative but ∆H and ∆S are positive,"∆G, ∆H and ∆S all are negative",∆G and ∆H are negative but ∆S is positive,∆G and ∆S are negative but ∆H is positive,B
Chemistry,The s-Block Elements,The s-Block Elements,Medium,60,Which of the following statements is false?,Mg2+ ions form a complex with ATP.,Ca2+ ions are important in blood clotting.,Ca2+ ions are not important in maintaining the regular beating of the heart.,Mg2+ ions are important in the green parts of plants.,C
Chemistry,Equilibrium,Equilibrium,Medium,60,"MY and NY3, two nearly insoluble salts, have the same Ksp values of 6.2 × 10−13 at room temperature. Which statement would be true in regard to MY and NY3?",The molar solubilities of MY and NY3 in water are identical.,The molar solubility of MY in water is less than that of NY3.,The salts MY and NY3 are more soluble in 0.5 M KY than in pure water.,The addition of the salt of KY to solution of MY and NY3 will have no effect on their solubilities.,B
Chemistry,Polymers,Polymers,Easy,45,Nutural rubber has:,All cis – configuration,All trans – configuration,Alternate cis – and trans – configuration 33,Random cis – and trans – configuration,A
Chemistry,General Principles of Isolation of Elements,General Principles of Isolation of Elements,Hard,90,Match items of column I with the items of column II and assign the correct code: Column I Column II (a) Cyanide process (i) Ultrapure Ge (b) Froth floatation process (ii) Dressing of ZnS (c) Electrolytic reduction (iii) Extraction of Al (d) Zone refining (iv) Extraction of Au (v) Purification of Ni,(a) (b) (c) (iv) (ii) (iii) (d) (i),(a) (b) (c) (ii) (iii) (i) (d) (v),(a) (b) (c) (i) (ii) (iii) (d) (iv),(a) (b) (c) (iii) (iv) (v) (d) (i),A
Chemistry,Redox Reactions,Redox Reactions,Medium,60,Which one of the following statements is correct when SO2 is passed through acidified K2Cr2O7 solution?,The solution turns blue.,The solution is decolourized.,SO2 is reduced.,Green Cr2(SO4)3 is formed.,D
Chemistry,Alcohols Phenols and Ethers,Alcohols Phenols and Ethers,Medium,60,"Which of the following reagents would distinguish cis-cyclopenta-1, 2-diol from the trans-isomer?",Acetone,Ozone,MnO2,Aluminium isopropoxide,A
Chemistry,Thermodynamics,Thermodynamics,Easy,45,The correct thermodynamic conditions for the spontaneous reaction at all temperatures is:,∆H < 0 and ∆S = 0,∆H > 0 and ∆S < 0,∆H < 0 and ∆S > 0,∆H < 0 and ∆S < 0,C
Chemistry,The p-Block Elements,The p-Block Elements,Medium,60,Which one of the following orders is correct for the bond dissociation enthalpy of halogen molecules?,I2 > Br2 > Cl2 > F2,Cl2 > Br2 > F2 > I2,Br2 > I2 > F2 > Cl2,F2 > Cl2 > Br2 > I2,B
Chemistry,Chemistry in Everyday Life,Chemistry in Everyday Life,Medium,60,Which of the following is an analgesic?,Novalgin,Penicillin,Streptomycin,Chloromycetin,A
Chemistry,States of Matter,States of Matter,Easy,45,Equal moles of hydrogen and oxygen gases are placed in a container with a pin-hole through which both can escape. What fraction of the oxygen escape in the time required for one-half of the hydrogen to escape?,1 8,1 4,3 8,1 2,A
Chemistry,Hydrocarbons,Hydrocarbons,Medium,60,"Consider the nitration of benzene using mixed conc. H2SO4 and HNO3. If a large amount of KHSO4 is added to the mixture, the rate of nitration will be:",Faster,Slower,Unchanged,Doubled,B
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,Easy,45,Predict the correct order among the following:,Lone pair – lone pair > lone pair – bond pair > bond pair – bond pair,Lone pair – lone pair > bond pair – bond pair > lone pair – bond pair,Bond pair – bond pair > lone pair – bond pair > lone pair – lone pair,Lone pair – bond pair > bond pair – bond pair > lone pair – lone pair,A
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,Hard,90,Match the compounds given in column I with the hybridization and shape given in column II and mark the correct option. 38 Column I Column II (a) XeF6 (i) Distorted octahedral (b) XeO3 (ii) Square planar (c) XeOF4 (iii) Pyramidal (d) XeF4 (iv) Square pyramidal,(a) (b) (c) (i) (iii) (iv) (d) (ii),(a) (b) (c) (i) (ii) (iv) (d) (iii),(a) (b) (c) (iv) (iii) (i) (d) (ii),(a) (b) (c) (iv) (i) (ii) (d) (iii),A
Chemistry,The p-Block Elements,The p-Block Elements,Easy,45,Which is the correct statement for the given acids?,Phosphinic acid is a diprotic acid while phosphonic acid is a monoprotic acid.,Phosphinic acid is a monoprotic acid while phosphonic acid is a diprotic acid.,Both are triprotic acids,Both are diprotic acids,B
Chemistry,Surface Chemistry,Surface Chemistry,Easy,45,Fog is a colloidal solution of:,Liquid in gas,Gas in liquid,Solid in gas 40,Gas in gas,A
Chemistry,Solutions,Solutions,Medium,60,"Which of the following statements about the composition of the vapour over an ideal 1 : 1 molar mixture of benzene and toluene is correct? Assume that the temperature is constant at 25𝑜𝐶. (Given vapour pressure data at 25𝑜𝐶, benzene = 12.8 kPa, toluene = 3.85 kPa)",The vapour will contain a higher percentage of benzene.,The vapour will contain a higher percentage of toluene.,The vapour will contain equal amounts of benzene and toluene.,Not enough information is given to make a prediction.,A
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Organic Chemistry - Some Basic Principles and Techniques,Medium,60,"The correct statement regarding the comparison of staggered and eclipsed conformations of ethane, is:","The staggered conformation of ethane is less stable than eclipsed conformation, because staggered conformation has torsional strain.","The eclipsed conformation of ethane is more stable than staggered conformation, because eclipsed conformation has no torsional strain.",The eclipsed conformation of ethane is more stable than staggered conformation even though the eclipsed conformation has torsional strain.,"The staggered conformation of ethane is more stable than eclipsed conformation, because staggered conformation has no torsional strain.",D
Chemistry,Alcohols Phenols and Ethers,Alcohols Phenols and Ethers,Easy,45,The reaction Can be classified as:,Williamson ether synthesis reaction,Alcohol formation reaction,Dehydration reaction,Williamson alcohol synthesis reaction,A
Chemistry,Haloalkanes and Haloarenes,Haloalkanes and Haloarenes,Medium,60,For the following reactions: a. 𝐶𝐻3𝐶𝐻2𝐶𝐻2𝐵𝑟 + 𝐾𝑂𝐻 → 𝐶𝐻3𝐶𝐻 = 𝐶𝐻2 + 𝐾𝐵𝑟 + 𝐻2𝑂 b. 43 c. Which of the following statements is correct?,a and b are elimination reactions and c is addition reaction.,"a is elimination, b is substitution and c is addition reaction.","a is elimination, b and c are substitution reactions.","a is substitution, b and c are addition reactions.",B
Chemistry,Amines,Amines,Easy,45,The correct statement regarding the basicity of aryl amines is:,Aryl amines are generally less basic than alkyl amines because the nitrogen lone-pair electrons are delocalized by interaction with the aromatic ring π electron system.,Aryl amines are generally more basic than alkyl amines because the nitrogen lone-pair electrons are not delocalized by interaction with the aromatic ring π electron system.,Aryl amines are generally more basic than alkyl amines because of aryl group.,"Aryl amines are generally more basic than alkyl amines, because the nitrogen atom in aryl amines is sp- hybridized.",A
Chemistry,Biomolecules,Biomolecules,Easy,45,Which one given below is a non-reducing sugar?,Maltose,Lactose,Glucose,Sucrose,D
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Organic Chemistry - Some Basic Principles and Techniques,Easy,45,"The pair of electron in the given carbanion, CH3C ≡ C⊖ is present in which of the following orbitals? 46",2p,sp3,sp2,sp,D
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Easy,45,The coconut water from tender coconut represents:,Endocarp,Fleshy mesocarp,Free nuclear proembryo,Free nuclear endosperm,D
Biology,Biological Classification,Biological Classification,Easy,45,Which of the following statements is wrong for viroids?,They lack a protein coat,They are smaller than viruses,They cause infections,Their RNA is of high molecular weight,D
Biology,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Medium,60,Which of the following most appropriately describes hemophilia?,Recessive gene disorder,X – linked recessive gene disorder,Chromosomal disorder,Dominant gene disorder,B
Biology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Easy,45,Emerson’s enhancement effect and Red drop have been instrumental in the discovery of:,Photophosphorylation and non – cyclic electron transport,Two photosystems operating simultaneously,Photophosphorylation and cyclic electron transport,Oxidative phosphorylation,B
Biology,Mineral Nutrition,Mineral Nutrition,Easy,45,"In which of the following, all three are macronutrients?","Boron, zinc, manganese","Iron, copper, molybdenum","Molybdenum, magnesium, manganese","Nitrogen, nickel, phosphorus 49",D
Biology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Easy,45,Name the chronic respiratory disorder caused mainly by cigarette smoking:,Emphysema,Asthma,Respiratory acidosis,Respiratory alkalosis,A
Biology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Easy,45,In a chloroplast the highest number of protons are found in:,Stroma,Lumen of thylakoids,Inter membrane space,Antennae complex,B
Biology,Biodiversity and Conservation,Biodiversity and Conservation,Easy,45,Which is the National Aquatic Animal of India?,Gangetic shark,River dolphin,Blue whale,Sea – horse,B
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Easy,45,Which of the following is required as inducer(s) for the expression of Lac operon?,Glucose,Galactose,Lactose,Lactose and galactose,C
Biology,Cell: The Unit of Life,Cell: The Unit of Life,Easy,45,A complex of ribosomes attached to single strand of RNA is known as:,Polysome,Polymer,Polypeptide,Okazaki fragment,A
Biology,Human Health and Disease,Human Health and Disease,Easy,45,Asthma may be attributed to:,Bacterial infection of the lungs,Allergic reaction of the mast cells in the lungs 53,Inflammation of the trachea,Accumulation of fluid in the lung,B
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,Easy,45,The standard petal of papilionaceous corolla is also called:,Carina,Pappus,Vexillum,Corona,C
Biology,Human Reproduction,Human Reproduction,Medium,60,Select the incorrect statement:,FSH stimulates the sertoli cells which help in spermiogenesis,LH triggers ovulation in ovary,LH and FSH decrease gradually during the follicular phase,LH triggers secretion of androgens from the Leydig cells,C
Biology,Biodiversity and Conservation,Biodiversity and Conservation,Easy,45,Which of the following is the most important cause of animals and plants being driven to extinction?,Over – exploitation,Alien species invasion,Habitat loss and fragmentation,Co – extinctions,C
Biology,Biotechnology - Principles and Processes,Biotechnology - Principles and Processes,Medium,60,Which of the following is not a feature of the plasmids?,Independent replication,Circular structure,Transferable,Single – stranded,D
Biology,Structural Organisation in Animals,Structural Organisation in Animals,Medium,60,Which of the following features is not present in Periplaneta americana?,Schizocoelom as body cavity,Indeterminate and radial cleavage during embryonic development,Exoskeleton composed of N – acetylglucosamine,Metamerically segmented body,B
Biology,Biodiversity and Conservation,Biodiversity and Conservation,Easy,45,Joint Forest Management Concept was introduced in India during:,1960s,1970s,1980s,1990s,C
Biology,Human Health and Disease,Human Health and Disease,Hard,90,Pick out the correct statements: (i) Hemophilia is a sex – linked recessive disease (ii) Down’s syndrome is due to aneuploidy (iii) Phenylketonuria is an autosomal recessive gene disorder (iv) Sickle cell anaemia is an autosomal recessive gene disorder,(i) and (iv) are correct,(ii) and (iv) are correct,"(i), (iii) and (iv) are correct","(i), (ii) and (iii) are correct",D
Biology,Biological Classification,Biological Classification,Easy,45,Which one of the following statements is wrong?,Cyanobacteria are also called blue – green algae,Golden algae are also called desmids 59,Eubacteria are also called false bacteria,Phycomycetes are also called algal fungi,C
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,Easy,45,Proximal end of the filament of stamen is attached to the:,Anther,Connective,Placenta,Thalamus or petal,D
Biology,Human Reproduction,Human Reproduction,Easy,45,Identify the correct statement on ‘inhibin’:,"Inhibits the secretion of LH, FSH and Prolactin",Is produced by granulose cells in ovary and inhibits the secretion of FSH,Is produced by granulose cells in ovary and inhibits the secretion of LH,Is produced by nurse cells in testes and inhibits the secretion of LH,B
Biology,Biotechnology and its Applications,Biotechnology and its Applications,Easy,45,Which part of the tobacco plant is infected by Meloidogyne incognita?,Flower,Leaf,Stem,Root,D
Biology,Locomotion and Movement,Locomotion and Movement,Easy,45,Lack of relaxation between successive stimuli in sustained muscle contraction is known as:,Spasm,Fatigue,Tetanus,Tonus,C
Biology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Easy,45,Water soluble pigments found in plant cell vacuoles are:,Xanthophylls 62,Chlorophylls,Carotenoids,Anthocyanins,D
Biology,Plant Kingdom,Plant Kingdom,Medium,60,Select the correct statement:,Gymnosperms are both homosporous and heterosporous,"Salvinia, ginkgo and pinus all are gymnosperms",Sequoia is one of the tallest trees,The leaves of gymnosperms are not well adapted to extremes of climate,C
Biology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Easy,45,"A plant in your garden avoids photorespiratory losses, has improved water use efficiency, shows high rates of photosynthesis at high temperatures and has improved efficiency of nitrogen utilization. In which of the following physiological groups would you assign this plant?",𝐶3,𝐶4,CAM,Nitrogen fixer,B
Biology,Animal Kingdom,Animal Kingdom,Easy,45,Which of the following characteristic features always holds true for the corresponding group of animals?,64 Cartilaginous endoskeleton Chondrichthyes,Viviparous Mammalia,Possess a mouth with an upper and a lower jaw Chordata,3 – chambered heart with one incompletely divided ventricle Reptilia,A
Biology,Chemical Coordination and Integration,Chemical Coordination and Integration,Easy,45,The amino acid Tryptophan is the precursor for the synthesis of:,Melatonin and Serotonin,Thyroxine and Triiodothyronine,Estrogen and Progesterone,Cortisol and Cortisone,A
Biology,Evolution,Evolution,Medium,60,Following are the two statements regarding the origin of life: (i) The earliest organisms that appeared on the earth were non-green and presumably anaerobes. (ii) The first autotrophic organisms were the chemoautotrophs that never released oxygen. Of the above statements which one of the following options is correct?,(i) is correct but (ii) is false,(ii) is correct but (i) is false,Both (i) and (ii) are correct,Both (i) and (ii) are false,C
Biology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Easy,45,Reduction in pH of blood will:,Reduce the rate of heart beat,Reduce the blood supply to the brain,Decrease the affinity of hemoglobin with oxygen,Release bicarbonate ions by the liver,C
Biology,Biomolecules,Biomolecules,Easy,45,Which one of the following statements is wrong?,Sucrose is a disaccharide,Cellulose is a polysaccharide,Uracil is a pyrimidine,Glycine is a sulphur containing amino acid,D
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Medium,60,Which one of the following statements is not true?,Tapetum helps in the dehiscence of anther,Exine of pollen grains is made up of sporopollenin,Pollen grains of many species cause severe allegies,Stored pollen in liquid nitrogen can be used in the crop breeding programmes,A
Biology,Organisms and Populations,Organisms and Populations,Easy,45,Which of the following would appear as the pioneer organisms on bare rocks?,Lichens,Liverworts,Mosses,Green algae,A
Biology,Animal Kingdom,Animal Kingdom,Medium,60,Which one of the following characteristics is not shared by birds and mammals? 68,Ossified endoskeleton,Breathing using lungs,Viviparity,Warm blooded nature,C
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,Easy,45,Cotyledon of maize grain is called:,Plumule,Coleorhiza,Coleoptile,Scutellum,D
Biology,Environmental Issues,Environmental Issues,Easy,45,Depletion of which gas in the atmosphere can lead to an increased incidence of skin cancers:,Nitrous oxide,Ozone,Ammonia,Methane,B
Biology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Easy,45,Water vapour comes out from the plant leaf through the stomatal opening. Through the same stomatal opening carbon dioxide diffuses into the plant during photosynthesis. Reason out the above statements using one of following options:,Both processes cannot happen simultaneously,Both processes can happen together because the diffusion coefficient of water and 𝐶𝑂2 is different,The above processes happen only during night time,"One process occurs during day time, and the other at night 70",B
Biology,Excretory Products and their Elimination,Excretory Products and their Elimination,Easy,45,"In mammals, which blood vessel would normally carry largest amount of urea?",Renal vein,Dorsal aorta,Hepatic vein,Hepatic portal vein,C
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Medium,60,Seed formation without fertilization in flowering plants involves the process of:,Sporulation,Budding,Somatic hybridization,Apomixis,D
Biology,Microbes in Human Welfare,Microbes in Human Welfare,Medium,60,Which of the following is wrongly matched in the given table?,Microbe Product Application Trichoderma polysporum Cyclosporin A Immunosuppressive drug,Microbe Product Application Monascus purpureus Statins Lowering of blood cholesterol,Microbe Product Application Streptococcus Streptokinase Removal of clot from blood vessel 71,Microbe Product Application Clostridium butylicum Lipase Removal of oil stains,D
Biology,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Hard,90,"In a testcross involving 𝐹1 dihybrid flies, more parental – type offspring were produced than the recombinant – type offspring. This indicates:",The two genes are located on two different chromosomes,Chromosomes failed to separate during meiosis,The two genes are linked and present on the same chromosome,Both of the characters are controlled by more than one gene,C
Biology,Organisms and Populations,Organisms and Populations,Easy,45,"It is much easier for a small animal to run uphill than for a large animal, because:",It is easier to carry a small body weight.,Smaller animals have a higher metabolic rate.,Small animals have a lower O2 requirement,The efficiency of muscles in large animals is less than in the small animals.,B
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,Easy,45,Stems modified into flat green organs performing the functions of leaves are known as:,Cladodes,Phyllodes,Phylloclades,Scales,C
Biology,Microbes in Human Welfare,Microbes in Human Welfare,Easy,45,"The primitive prokaryotes responsible for the production of biogas from the dung of ruminant animals, include the:",Halophiles,Thermoacidophiles,Methanogens,Eubacteria,C
Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Easy,45,A cell at telophase stage is observed by a student in a plant brought from the field. He tells his teacher that this cell is not like other cells at telophase stage. There is no formation of cell plate and thus the cell is containing more number of chromosomes as compared to other dividing cells. This would result in:,Aneuploidy,Polyploidy,Somaclonal variation,Polyteny,B
